Id,V161008,V161009,V161019,V161112,V161126,V161241,V161265x,V161267,V161268,V161270,V161272,V161276x,V161307,V161310x,V161315,V161316,V161322a,V161326,V161329,V161334,V161361x,V162030,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,Vote
1042,7,3,-1,1,4,1,2,58,4,9,-1,1,3,5,1,1,-1,1,1,3,17,-1,100,85,85,70,100,70,70,85,50,100,60,0,100,100,85,100,50,85,85,2
1043,7,1,-1,1,2,2,4,68,6,14,14,5,-1,1,1,1,-1,1,1,3,14,-1,40,85,85,70,60,30,40,50,50,30,50,50,50,50,15,85,50,85,100,1
1044,7,3,-1,1,5,1,4,32,1,10,14,1,-1,1,1,1,-1,1,1,2,25,-1,50,50,40,50,60,50,60,50,50,50,50,50,50,50,50,50,50,60,40,2
1045,6,3,1,1,99,1,4,-9,6,8,-8,1,1,5,3,1,-1,1,1,1,21,-1,50,60,50,70,60,50,50,50,30,50,40,50,50,50,50,50,50,40,40,-1
1046,7,4,1,1,5,1,4,78,3,3,-1,5,3,1,3,4,7,2,2,3,5,-1,30,0,0,15,60,30,30,40,0,40,15,30,85,15,15,60,15,70,40,1
1047,7,2,4,1,4,1,2,45,1,13,9,1,3,2,1,1,-1,1,1,2,25,-1,50,70,70,60,85,50,60,70,85,30,50,85,70,85,30,85,85,100,70,1
1048,5,2,-1,1,4,1,1,46,1,14,9,1,3,1,1,1,-1,1,1,2,1,-1,60,70,60,70,85,30,40,50,60,40,50,60,85,60,40,85,50,70,50,1
1049,7,2,1,1,4,1,2,44,4,11,-1,1,-1,2,1,1,-1,1,1,1,21,-1,60,50,45,80,60,45,50,45,50,40,40,100,100,50,35,60,50,100,100,1
1050,7,3,-1,1,3,2,4,25,6,13,14,1,-1,1,1,1,-1,1,1,1,17,-1,30,85,60,50,85,50,60,100,85,30,50,85,85,85,30,85,85,100,40,1
1051,7,3,-1,2,1,1,8,34,4,12,11,1,-1,1,1,1,-1,1,1,3,9,-1,85,15,50,70,100,30,50,50,70,0,0,100,85,100,50,0,50,85,100,1
1052,7,1,-1,1,1,1,2,67,1,95,9,5,-1,1,1,1,-1,2,2,2,6,-1,999,100,30,15,70,85,15,15,0,70,50,30,100,50,85,40,0,50,85,-1
1053,5,3,-1,1,99,1,2,59,1,2,4,6,-1,5,3,4,3,2,1,2,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1054,7,1,4,1,1,2,8,28,1,14,14,1,-1,6,1,1,-1,1,1,2,23,-1,0,100,85,50,100,30,15,70,100,30,40,100,85,100,15,100,100,100,70,1
1055,7,1,-1,1,99,1,2,55,1,9,10,6,-1,2,1,1,-1,1,-1,2,1,-1,60,100,100,100,100,60,50,60,100,60,50,100,100,100,50,100,100,100,100,-9
1056,4,3,-1,1,3,1,5,33,1,13,13,1,3,1,1,1,-1,1,1,2,19,-1,60,50,50,85,50,50,50,60,60,50,50,50,70,70,40,100,60,70,40,-1
1057,3,3,-1,2,5,1,5,44,4,9,-1,4,2,5,3,1,-1,1,1,1,1,-1,50,50,85,50,100,60,85,70,100,50,100,100,100,100,50,85,100,70,0,-1
1058,7,3,1,1,3,2,8,-9,6,10,-1,8,-9,-2,1,1,-1,1,1,1,-9,-1,0,100,60,85,60,0,50,50,100,30,50,40,40,60,15,85,85,60,70,1
1059,7,1,-1,1,5,2,1,37,1,13,13,1,3,1,1,1,-1,1,1,2,26,-1,15,30,40,50,50,60,60,50,50,40,50,60,85,85,70,85,50,85,0,2
1060,7,2,2,1,7,1,5,68,1,11,9,5,2,1,1,1,-1,1,1,3,17,-1,100,15,0,40,85,40,100,70,50,30,85,50,100,100,50,100,50,50,0,2
1061,5,1,-1,1,99,1,2,74,1,6,11,7,1,1,1,1,-1,1,2,4,1,-1,50,100,0,85,100,85,30,85,0,100,15,85,100,100,100,100,15,70,60,2
1062,4,3,1,1,3,1,2,36,6,10,10,7,3,5,3,1,-1,1,1,1,17,-1,85,70,70,70,85,50,60,85,85,50,50,70,100,50,50,60,70,50,70,1
1063,5,4,4,2,4,2,4,52,6,12,-1,2,3,1,1,1,-1,1,-1,1,14,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1064,7,2,2,1,6,2,4,24,1,9,12,1,2,5,3,1,-1,1,1,1,12,-1,70,0,15,50,60,40,70,50,50,50,60,30,70,50,50,85,40,70,0,2
1065,7,3,-1,1,5,1,5,33,2,11,10,1,-1,1,1,1,-1,1,1,2,11,-1,85,40,60,70,100,30,85,85,100,85,70,70,85,85,60,100,100,85,50,4
1066,6,1,-1,1,99,1,1,62,1,9,9,1,-1,1,1,1,-1,1,1,3,5,-1,70,50,60,40,50,40,50,70,50,0,40,50,85,50,15,50,50,85,60,1
1067,6,3,1,1,4,2,2,73,2,13,9,5,-1,1,1,1,-1,1,2,3,12,-1,40,85,70,60,70,60,60,70,85,40,70,85,100,85,30,70,85,100,85,1
1068,2,4,1,1,3,1,5,18,6,10,-1,1,3,1,1,1,-1,1,1,-8,21,-1,50,60,50,50,50,50,50,50,50,40,50,50,100,50,998,85,50,60,50,1
1069,7,1,-1,1,2,1,7,53,4,15,-1,6,-1,1,1,1,-1,1,1,2,11,-1,15,85,100,70,85,0,30,70,100,30,40,85,40,100,15,85,100,100,100,1
1070,7,1,2,2,7,1,5,33,1,11,10,4,-1,1,1,1,-1,1,1,4,26,-1,15,0,0,0,50,50,50,50,50,30,70,50,60,60,30,50,50,40,0,2
1071,3,3,-1,1,6,1,-2,61,3,9,-1,1,2,1,1,1,-1,1,1,2,14,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1072,5,4,4,1,99,1,2,79,4,6,-1,5,3,1,1,1,-1,2,2,3,11,-1,40,40,50,15,70,85,40,30,50,15,15,0,60,15,15,50,30,60,40,2
1073,7,1,4,1,2,2,7,68,1,13,13,5,4,1,1,1,-1,1,2,3,24,-1,-9,80,50,60,70,50,50,70,80,20,70,70,50,100,30,70,80,80,70,1
1074,1,4,2,1,4,1,5,29,4,10,-1,1,2,1,1,1,-1,1,1,1,5,-1,85,50,70,85,85,40,70,60,60,40,70,50,100,60,50,100,60,70,60,2
1075,5,3,-1,1,4,1,4,80,3,9,-1,5,-1,1,1,1,-1,1,2,3,11,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1076,7,1,-1,1,7,1,5,72,1,10,9,5,-1,1,3,4,1,1,1,3,17,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1077,4,3,-1,1,99,2,2,40,6,9,-1,1,-1,1,1,1,-1,1,1,2,19,-1,100,50,70,0,100,60,100,85,100,60,100,100,100,100,50,85,100,100,50,1
1078,2,4,-1,2,99,1,2,25,1,9,9,1,2,1,1,1,-1,1,1,1,15,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1079,7,4,-8,2,99,1,8,46,6,8,-1,6,3,1,1,1,-1,2,2,4,1,-1,998,998,998,998,998,998,998,998,0,998,30,998,998,998,998,998,998,70,998,-1
1080,7,1,-1,1,6,1,5,60,1,8,11,1,-1,2,1,1,-1,2,1,2,-9,-1,999,999,60,85,100,100,60,100,70,15,70,85,100,85,0,100,0,85,100,1
1081,7,1,2,1,4,1,4,49,1,13,11,1,-1,1,1,1,-1,1,1,2,21,-1,40,15,30,70,60,60,50,70,15,70,60,30,85,70,60,100,50,85,15,2
1082,5,2,4,1,4,1,1,33,1,13,14,1,-1,1,1,1,-1,1,1,1,22,-1,0,50,40,50,50,40,60,50,50,40,50,50,70,50,40,60,50,70,40,1
1083,1,2,-1,1,99,1,4,38,4,10,-1,1,-1,5,3,1,-1,1,1,1,11,-1,50,85,50,50,50,50,50,50,50,50,50,50,50,50,50,85,50,60,50,1
1084,7,4,1,1,4,1,1,89,6,9,-1,5,-1,2,2,1,-1,2,-1,1,7,-1,999,50,50,70,50,60,50,60,40,40,50,50,50,50,50,70,50,70,50,1
1085,7,1,4,1,2,2,8,69,6,10,-1,1,-1,1,1,1,-1,1,1,3,17,-1,0,60,60,0,70,50,50,85,70,0,50,70,70,85,15,85,60,85,70,1
1086,7,2,4,1,3,2,8,28,6,13,16,1,-1,1,1,1,-1,1,1,1,18,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1087,7,2,-1,1,7,1,5,52,1,13,9,1,3,1,1,1,-1,1,1,2,26,-1,85,0,15,40,50,60,70,50,30,35,50,50,100,85,70,100,30,50,0,2
1088,5,3,-1,1,5,1,2,45,1,13,14,1,-1,1,1,1,-1,1,1,2,23,-1,70,60,60,70,60,60,60,70,60,60,50,60,90,60,60,70,50,70,60,2
1089,4,4,4,1,99,1,4,19,6,10,-1,1,-1,5,2,1,-1,1,1,2,13,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1090,5,3,2,1,5,1,5,44,1,13,13,1,3,1,1,1,-1,1,1,2,26,-1,60,50,50,40,70,40,60,60,50,40,50,50,100,50,50,85,50,50,70,4
1091,7,4,2,1,99,2,8,32,6,11,-1,1,2,5,1,1,-1,1,1,2,13,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1092,7,3,-1,1,99,1,1,80,1,13,10,5,-1,1,1,1,-1,1,2,3,1,-1,85,15,0,0,100,0,100,60,0,60,50,0,100,100,50,100,0,85,0,-1
1093,4,3,-1,1,99,1,5,56,1,6,6,6,-1,1,1,1,-1,1,-1,1,1,-1,70,100,50,100,100,50,70,100,50,50,50,70,100,85,50,60,50,85,70,-1
1094,7,3,1,1,2,1,6,36,1,14,13,1,-1,1,1,1,-1,1,1,2,26,-1,999,40,70,60,85,60,40,85,60,40,60,70,70,85,40,40,50,100,85,1
1095,7,1,4,1,4,2,8,18,6,12,-1,1,3,5,1,1,-1,1,1,4,1,-1,50,60,40,999,65,50,35,70,80,25,40,60,998,80,40,65,80,100,50,1
1096,7,2,2,1,6,1,1,71,4,12,-1,5,3,1,1,1,-1,1,1,3,11,-1,50,60,40,60,100,85,85,60,50,40,0,40,100,100,40,100,60,85,15,-1
1097,2,3,4,1,3,1,4,35,4,10,-1,1,-1,5,3,4,4,1,1,2,16,-1,50,40,50,70,70,60,50,50,50,60,50,50,60,50,50,85,60,60,60,1
1098,7,1,4,1,3,2,8,29,6,13,-1,1,-1,1,1,1,-1,1,1,1,15,-1,50,30,30,60,70,15,50,70,50,30,40,50,70,50,30,40,50,100,50,-1
1099,7,1,-1,1,6,1,2,40,4,9,-1,1,-1,2,1,1,-1,1,1,2,26,-1,15,60,15,85,100,0,60,0,50,0,50,100,100,85,0,85,50,100,100,1
1100,4,3,4,1,4,1,6,56,2,13,13,1,4,1,1,1,-1,1,1,2,27,-1,40,50,50,30,50,30,50,50,50,40,50,50,50,50,30,60,50,100,60,2
1101,5,3,-1,1,6,1,4,18,6,9,-1,1,-1,1,1,7,3,1,1,4,1,-1,50,0,50,85,100,50,60,70,30,50,30,15,100,70,0,85,0,60,0,-1
1102,4,1,4,1,6,1,4,22,6,9,10,1,-1,1,1,1,-1,1,1,2,16,-1,50,0,40,40,100,25,60,65,25,65,25,50,100,50,25,100,10,40,0,2
1103,7,2,2,1,6,1,4,66,1,13,13,5,4,1,1,1,-1,1,1,2,27,-1,50,70,40,15,70,60,60,100,50,40,50,50,100,50,60,70,50,50,15,2
1104,6,3,-1,1,7,1,2,70,1,9,7,5,-1,1,1,1,-1,1,2,3,1,-1,50,0,15,0,100,60,100,30,0,50,60,50,100,100,85,70,0,70,15,2
1105,5,4,1,1,2,2,1,26,6,13,-1,1,3,1,1,1,-1,1,1,1,17,-1,40,70,70,40,70,60,70,70,85,50,50,85,85,85,40,85,85,85,70,-1
1106,7,3,1,1,99,1,4,55,2,10,9,1,-1,5,1,1,-1,1,1,3,22,-1,40,50,15,30,70,40,50,70,50,40,40,50,70,50,50,85,50,50,30,3
1107,5,4,-1,1,99,1,2,37,1,10,13,1,3,5,3,1,-1,1,1,2,28,-1,60,100,15,100,40,60,40,15,0,50,60,0,100,30,50,85,15,40,50,-1
1108,1,4,2,2,6,2,8,54,4,9,-1,1,2,1,1,1,-1,2,1,2,1,-1,0,50,0,50,50,70,85,50,0,50,50,0,0,50,50,100,0,50,0,2
1109,7,3,2,1,6,1,2,64,2,9,9,5,3,1,1,1,-1,1,2,2,15,-1,85,15,30,40,100,50,60,30,50,40,50,70,70,100,60,85,50,50,40,2
1110,7,4,-1,1,5,1,2,90,3,10,-1,5,-1,1,1,1,-1,1,2,2,7,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1111,5,3,1,2,99,2,8,20,6,9,9,4,3,2,1,1,-1,1,1,1,3,-1,100,50,999,999,100,85,999,70,50,50,100,50,100,50,85,100,50,85,100,-1
1112,7,1,1,1,2,1,1,49,1,13,10,1,-1,1,1,1,-1,1,2,2,20,-1,40,70,70,65,80,35,60,65,70,10,50,70,80,80,5,80,75,70,85,1
1113,2,3,-1,1,99,1,2,55,3,4,-1,6,-1,6,1,1,-1,2,-1,3,7,-1,85,85,0,40,85,60,40,30,0,60,50,40,100,100,30,70,0,60,50,2
1114,2,3,-1,1,4,2,5,20,6,7,-1,4,2,1,1,1,-1,1,1,1,5,1,60,100,70,30,85,15,50,85,100,70,40,100,70,100,0,15,100,100,100,-1
1115,7,1,2,1,6,1,4,67,1,14,14,1,-1,1,1,1,-1,1,1,3,25,-1,75,50,30,0,90,60,100,50,60,15,85,75,100,100,90,100,50,85,0,2
1116,7,4,1,1,2,1,7,29,1,13,12,1,3,2,3,4,4,1,1,1,21,-1,70,85,85,70,100,40,30,50,50,30,50,50,100,50,50,50,50,50,70,1
1117,7,3,1,1,99,2,8,55,1,11,12,1,-1,1,1,1,-1,1,2,2,24,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1118,5,2,-1,1,5,2,8,54,4,13,-1,1,-1,1,1,1,-1,1,1,2,25,-1,0,30,40,30,50,30,60,50,50,0,40,50,50,50,15,60,50,50,40,3
1119,7,3,4,1,5,2,2,54,1,9,9,1,2,2,1,1,-1,1,1,1,22,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1120,7,3,-1,1,99,1,2,38,1,6,13,1,2,1,1,1,-1,1,1,2,9,-1,70,60,85,70,30,85,50,85,60,85,70,50,100,85,15,85,50,85,50,-1
1121,7,3,-1,1,5,1,6,24,6,13,-1,1,-1,1,1,1,-1,1,1,4,28,-1,50,60,85,70,100,70,100,85,100,70,85,100,100,100,60,85,100,100,85,3
1122,5,3,-1,1,4,1,1,53,1,8,12,1,-1,6,1,1,-1,1,-1,2,1,-1,50,50,50,85,85,15,50,85,50,15,50,60,85,85,60,100,50,85,30,-9
1123,7,1,2,1,5,1,1,64,4,13,-1,5,3,1,1,1,-1,1,1,2,17,-1,85,40,40,40,70,60,70,70,70,40,70,85,100,85,70,85,70,70,30,2
1124,5,2,-1,2,6,1,7,42,1,13,13,4,-1,5,3,1,-1,1,1,2,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1125,5,3,-1,2,5,2,8,24,6,10,-1,8,2,1,3,4,4,1,1,2,12,-1,60,60,40,50,70,30,30,60,60,40,50,50,60,50,50,60,60,60,60,3
1126,7,3,-1,1,5,2,4,68,4,13,-1,5,2,1,3,4,4,1,1,1,5,1,70,70,60,60,85,60,60,85,998,40,998,998,85,85,60,60,40,100,70,3
1127,7,2,4,1,2,2,8,45,1,13,9,1,3,1,1,1,-1,1,1,2,20,-1,0,60,100,70,50,50,50,50,50,0,50,40,50,50,15,70,70,100,70,3
1128,7,3,2,1,4,1,7,34,1,11,14,1,-1,1,1,1,-1,1,1,2,14,-1,998,50,30,70,50,50,70,50,50,60,50,40,100,50,50,100,50,70,30,2
1129,2,4,-1,2,99,1,5,37,1,10,13,1,-1,1,1,1,-1,2,1,1,8,4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,-1
1130,7,1,1,1,4,1,3,72,1,9,9,5,-1,2,1,1,-1,2,-1,2,5,-1,85,70,60,85,100,85,70,85,40,70,85,85,100,85,60,85,40,100,60,1
1131,7,3,-1,1,2,1,1,71,6,12,-1,5,3,1,1,1,-1,1,1,2,11,-1,70,100,85,85,85,30,40,50,85,40,50,100,100,100,15,100,100,100,85,1
1132,7,1,-1,1,7,1,2,75,1,10,10,1,3,1,1,1,-1,1,1,3,19,-1,50,0,0,0,70,70,85,60,30,30,100,50,100,85,85,100,15,50,0,2
1133,4,2,-1,1,4,1,4,23,6,13,-1,1,2,1,1,1,-1,1,1,1,7,-1,60,50,50,50,60,60,70,60,50,60,50,50,70,60,50,85,50,85,40,-1
1134,7,2,-1,1,5,2,8,53,4,13,-1,1,-1,1,1,1,-1,1,1,1,13,-1,40,0,50,40,50,40,60,40,50,30,50,50,50,50,50,70,50,100,0,2
1135,5,2,-1,1,2,1,2,56,1,15,13,1,-1,2,3,4,4,1,1,2,19,-1,50,50,50,50,100,50,50,50,50,50,50,50,100,50,50,50,50,100,50,1
1136,5,2,1,1,2,2,8,21,6,11,-1,1,-1,5,3,1,-1,1,1,1,5,-1,50,100,85,100,100,30,0,50,100,50,50,100,50,100,50,30,100,100,100,1
1137,5,4,4,1,5,1,1,53,4,9,-1,1,-1,1,1,1,-1,1,1,2,17,-1,70,85,60,40,60,40,40,60,85,55,50,45,85,85,60,100,60,85,30,2
1138,7,1,2,1,5,1,4,46,1,9,13,1,2,1,1,1,-1,1,1,2,25,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1139,7,2,1,1,3,1,8,57,4,9,-1,1,-1,5,1,1,-1,1,1,2,21,-1,60,60,70,70,70,85,70,70,85,40,70,70,85,70,30,70,70,85,70,1
1140,1,3,2,1,6,1,5,24,6,12,-1,1,2,1,1,1,-1,1,1,1,7,-1,85,70,70,50,100,85,100,85,85,85,70,100,100,100,85,85,85,100,30,2
1141,4,3,1,1,99,1,4,85,6,9,-1,5,-1,1,3,1,-1,2,1,3,8,-1,999,60,999,60,70,85,999,85,60,60,70,70,85,85,40,85,50,85,85,1
1142,2,4,-1,1,99,1,1,56,4,9,-1,1,-1,1,1,1,-1,1,1,2,9,-1,50,50,30,70,85,70,70,60,50,70,60,0,100,50,60,100,50,85,50,2
1143,7,3,-1,1,5,1,2,38,1,10,9,1,3,1,1,1,-1,1,1,2,27,-1,60,50,20,40,60,85,100,40,50,40,60,50,100,70,80,90,50,85,50,2
1144,6,2,-1,2,4,1,5,38,6,13,-1,1,2,2,3,1,-1,1,1,1,1,-1,40,50,50,50,60,40,50,50,40,40,40,50,60,50,50,40,40,60,70,1
1145,1,5,-1,1,99,1,2,30,1,11,12,1,-1,1,1,1,-1,2,1,2,17,-1,50,30,50,50,50,50,50,50,50,40,50,50,85,50,50,100,30,50,40,-1
1146,7,3,-1,1,99,1,4,58,4,7,9,7,2,1,1,1,-1,1,1,2,1,-1,998,70,80,30,-9,50,998,60,100,30,998,50,100,100,999,80,998,100,60,-1
1147,7,4,1,1,1,1,4,41,1,14,14,1,-1,1,1,1,-1,1,1,2,26,-1,30,90,100,70,85,40,15,80,90,40,50,90,70,90,50,70,85,90,60,1
1148,7,3,-1,1,99,1,2,50,1,7,9,6,2,2,1,1,-1,1,1,1,8,-1,85,80,65,65,80,60,50,80,75,60,80,85,90,80,50,80,80,85,90,1
1149,5,3,-1,1,3,1,2,31,1,9,13,1,-1,1,1,1,-1,1,1,2,22,-1,50,60,40,50,100,40,40,50,70,15,70,70,85,100,30,60,50,85,60,-1
1150,7,1,-1,2,2,2,8,44,1,12,9,1,-1,1,1,1,-1,1,1,1,20,-1,0,100,100,85,100,40,15,60,100,15,30,100,30,100,0,100,100,100,85,1
1151,2,4,1,1,2,2,8,27,2,13,10,1,3,1,3,4,3,1,1,4,22,-1,30,60,70,85,50,50,30,40,60,50,50,50,50,50,50,50,60,85,30,1
1152,7,2,4,1,2,1,8,41,6,11,-1,7,-1,2,1,1,-1,1,1,1,3,-1,70,50,70,50,60,0,50,60,70,30,50,70,70,50,50,30,50,70,70,-1
1153,7,1,1,1,99,1,2,50,4,12,-1,1,2,2,3,4,4,1,1,1,11,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1154,7,1,2,1,4,2,8,68,1,10,10,1,-1,1,1,1,-1,1,2,3,13,-1,40,85,0,30,85,60,85,40,50,0,70,0,70,50,50,100,50,100,0,2
1155,7,1,1,1,6,1,2,71,1,9,13,5,-1,1,1,1,-1,1,2,3,23,-1,70,50,15,30,70,70,85,60,50,30,50,50,85,60,70,85,50,50,30,2
1156,3,3,-1,1,99,1,4,67,1,9,9,1,-1,1,1,1,-1,1,1,3,19,-1,60,60,60,50,60,60,50,60,60,60,40,60,70,50,50,100,60,85,50,2
1157,1,4,-1,1,4,2,8,25,1,11,12,1,3,5,3,1,-1,1,1,1,14,-1,100,70,85,70,85,85,85,85,100,85,85,70,100,70,998,85,85,85,85,-1
1158,4,3,1,1,3,2,8,38,4,12,-1,1,3,1,1,1,-1,1,1,2,-9,-1,40,60,60,70,85,30,40,60,85,60,85,85,70,85,40,85,85,100,85,1
1159,7,1,1,1,2,2,6,81,3,15,-1,5,3,1,2,1,-1,1,1,3,23,-1,0,85,80,20,70,65,15,50,90,15,5,80,20,80,20,75,80,85,70,1
1160,7,1,1,1,2,1,8,64,1,1,14,5,3,1,1,1,-1,1,1,2,21,-1,45,50,70,55,50,2,10,30,50,0,50,50,50,50,0,25,50,75,80,1
1161,7,3,-1,1,3,1,5,70,1,10,13,5,1,6,1,1,-1,2,-1,1,12,-1,70,85,85,70,85,72,70,70,70,70,70,60,100,85,70,70,60,85,85,1
1162,7,1,-1,1,6,1,1,68,1,15,10,5,-1,1,1,1,-1,1,1,3,1,-1,70,30,0,0,100,30,100,50,50,65,100,0,100,100,90,80,50,85,0,2
1163,7,3,1,1,99,1,2,29,1,9,10,4,-1,2,1,1,-1,1,1,1,2,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1164,7,1,1,1,1,2,8,59,4,12,-1,1,-1,1,3,1,-1,1,1,2,25,-1,0,85,100,85,85,15,0,60,85,0,50,85,70,70,0,85,85,100,85,1
1165,2,4,-1,1,99,1,5,25,2,11,7,1,2,1,1,1,-1,1,1,2,21,-1,50,50,50,50,50,70,50,50,15,50,50,15,85,50,50,100,15,50,15,2
1166,7,3,-1,1,5,2,4,34,1,14,13,1,3,3,3,1,-1,1,1,2,23,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1167,7,2,1,1,1,1,3,52,5,11,-1,1,1,6,1,1,-1,1,1,1,16,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1168,7,3,1,1,5,1,4,48,1,9,9,6,3,5,1,1,-1,1,1,3,14,-1,40,60,50,50,60,50,50,60,50,40,60,40,70,60,50,50,50,50,50,3
1169,7,2,2,1,5,1,6,28,6,14,-1,1,4,1,1,1,-1,1,1,1,26,-1,60,60,40,30,70,60,70,70,70,40,50,60,85,85,30,70,60,85,60,-1
1170,5,2,1,1,1,2,5,37,1,14,14,1,-1,1,1,1,-1,1,1,1,20,-1,15,100,100,70,100,15,30,70,100,30,50,100,85,100,0,85,100,100,85,1
1171,7,1,-1,1,3,1,8,50,1,10,13,7,3,1,1,1,-1,1,1,2,22,-1,50,50,50,40,70,30,50,50,70,30,40,40,85,85,50,70,70,85,30,2
1172,7,4,2,1,99,1,1,90,3,9,-1,5,-1,1,1,1,-1,1,2,4,1,-1,70,50,50,60,85,15,70,15,50,60,0,0,100,60,30,100,0,40,70,2
1173,7,3,4,1,4,1,1,76,4,10,-1,5,-1,1,1,1,-1,1,1,3,8,-1,50,40,70,40,85,60,60,70,50,40,60,50,100,85,50,85,50,50,50,2
1174,3,3,-1,1,5,1,4,36,1,13,13,1,-1,3,3,1,-1,1,1,1,27,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1175,0,-1,4,1,6,1,2,19,6,10,-1,8,-1,1,1,1,-1,1,1,4,21,-1,100,0,50,50,100,70,100,50,50,60,100,70,100,100,999,100,50,70,40,2
1176,7,1,-1,1,6,1,2,61,1,10,10,1,2,1,1,1,-1,1,1,2,24,-1,70,15,15,100,85,70,60,85,50,70,50,50,100,50,70,100,15,70,50,-1
1177,7,2,1,1,4,2,4,52,1,16,16,1,-1,1,1,1,-1,1,1,2,27,-1,15,100,60,60,100,50,40,60,100,15,50,100,100,100,0,60,70,100,70,1
1178,5,4,4,1,99,1,2,41,1,9,9,1,-1,1,2,1,-1,1,1,2,25,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1179,7,3,2,1,6,1,5,28,1,13,14,8,3,1,1,1,-1,1,1,1,14,-1,15,0,85,15,85,85,85,70,85,70,85,85,85,85,60,85,50,85,15,-1
1180,2,3,1,1,2,1,4,66,1,16,13,5,-1,1,1,1,-1,1,1,2,16,-1,15,100,85,60,85,60,50,60,85,70,85,70,85,100,50,100,85,70,998,1
1181,4,3,1,1,99,1,5,51,1,11,10,1,-1,1,1,1,-1,1,1,2,22,-1,60,85,70,16,52,0,40,85,50,60,32,85,100,85,0,99,50,70,50,1
1182,2,4,-1,2,99,2,8,26,6,9,-1,4,2,1,1,1,-1,1,1,1,13,-1,50,75,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,16,-1
1183,5,2,2,1,99,1,4,56,1,12,12,5,4,1,1,1,-1,1,1,3,21,-1,40,50,70,50,50,40,50,85,100,70,50,30,70,70,60,85,100,85,60,-1
1184,5,3,1,1,2,2,4,20,6,10,-1,8,3,5,2,1,-1,1,1,4,23,-1,15,97,99,61,85,31,29,70,99,16,19,73,40,52,5,62,87,100,61,1
1185,4,3,-1,2,99,1,5,26,6,10,-1,1,-1,1,1,1,-1,1,-1,2,10,-1,52,29,42,66,67,37,41,45,72,52,50,63,77,65,41,84,44,62,21,2
1186,3,3,1,1,99,1,2,41,4,9,-1,1,2,1,1,1,-1,1,1,2,15,-1,71,59,85,89,95,13,34,63,84,38,11,89,84,88,11,89,81,89,61,1
1187,7,1,1,1,2,2,8,25,6,13,-1,1,3,1,1,1,-1,1,1,1,11,-1,0,100,90,50,50,50,10,70,100,60,10,90,65,100,50,70,100,100,65,1
1188,7,1,-1,1,6,1,1,60,1,9,10,5,-1,1,1,1,-1,1,-1,2,19,-1,50,50,0,30,50,60,85,60,50,70,50,0,85,70,70,85,0,50,0,2
1189,7,2,1,1,5,2,8,64,1,10,13,1,-1,1,1,3,-1,1,-1,2,26,-1,30,100,40,15,60,70,40,85,100,15,40,100,100,100,15,100,100,100,100,1
